"","Jelect","jblogel","jnewspaper","jnatradio","jtalkback","jdiscussp","jrallies","jpersuade","jpcmoney","jpcposter","jlablike","jnatlike","jgrnlike","jnzflike","jactlike","junflike","jmaolike","jmnplike","jmostlike","jmostlikex","jrepublic","jsphealth","jspedu","jspunemp","jspdefence","jspsuper","jspbusind","jsppolice","jspwelfare","jspenviro","jgovpdk","jgovplab","jgovpnat","jgovpgrn","jgovpnzf","jgovpact","jgovunf","jgovpmao","jgovpmnp","jnevervoteno","jnevervotelab","jnevervotenat","jnevervotegrn","jnevervotenzf","jnevervoteact","jnevervoteunf","jnevervotemao","jnevervotemnp","jnevervoteoth","jnevervoteothx","jfirstpx","jsecondp","jage","jlanguage","jlanguagex","jrollsex","jhqual","jwkft","jwkpt","jwkun","jwkret","jwkdis","jwksch","jwkunpo","jwkunpi","jhhincome","jhhadults","jhhchn","jmarital","r_jind","jlablr","jnatlr","jgrnlr","jnzflr","jactlr","junflr","jmaolr","jmnplr","jslflr","jrelservices","jrelnone","jrelang","jrelpres","jrelcath","jrelmeth","jrelbap","jrellat","jrelrat","jrelfun","jrelothc","jrelnonc","jreligionx","jreligiousity","jethnicity_e","jethnicity_m","jethnicity_p","jethnicity_a","jethnicity_o","jethnicityx","jethnicmost","jethnicmostx","jpartyvote","jelecvote","njptyvote","njelecvote","jdiffvoting","X_singlefav"
"483",4,NA,"Rarely",NA,NA,"No","No","No","No","No","4","8","6","Don't know","Don't know","Don't know","Don't know","Don't know","National","","Retain Queen as head of state","More","Much more","Much less","Same as now","Same as now","Same as now","More","Much less","More",NA,"Yes, Labour helped form government after 2008 election","Yes, National helped form government after 2008 election","Yes, Greens helped form government after 2008 election","Yes, NZ First helped form government after 2008 election","Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,NA,"Yes, NZ First","Yes, Act","Yes, United Future","Yes, Maori Party","Yes, Mana Party",NA,"","","Green",43,"English","",NA,"UE, Bursary, Higher School or Higher Leaving Certificate","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,"$NZ76,100-$NZ110,799",2,1,"Married, in a civil union or living with a partner","”COMMUNICATION”","3","7","Centre","Don't know","Don't know","Don't know","Don't know","Don't know","Centre","Never","No religion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Have no religious beliefs","NZ European",NA,NA,NA,NA,"",NA,"","National","National","National","National","Voting can make a big difference to what happens","National"
"484",49,NA,"Often","Not at all","Often","No","No","No","No","No","2","7","2","2","4","4","7","1","National","","Retain Queen as head of state","Same as now","More","Less","Same as now","Same as now","More","Same as now","Same as now","Less",NA,NA,NA,NA,NA,NA,"Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,"Yes, Labour",NA,"Yes, Green",NA,NA,NA,"Yes, Maori Party","Yes, Mana Party",NA,"","","Don't know",70,"English","",NA,"UE, Bursary, Higher School or Higher Leaving Certificate",NA,NA,NA,"Retired",NA,NA,NA,NA,"$NZ20,001-$NZ28,899",2,NA,"Married, in a civil union or living with a partner","”PUBLIC ADMINISTRATION”","Left","Right","3","Centre","9","Centre","Centre","Left","8","Never",NA,NA,NA,NA,"Methodist",NA,NA,NA,NA,NA,NA,"","Just not very religious","NZ European",NA,NA,NA,NA,"",NA,"","National","National","National","National","Voting can make a reasonable amount of difference to what happens","National"
"485",18,NA,"Sometimes","Not at all","Not at all","Yes, occasionally","No","No","No","No","10","1","6","0","0","0","0","0","Labour","","Retain Queen as head of state","More","More","Less","Same as now","Same as now","More","More","Less","Same as now",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,"Yes, National",NA,"Yes, NZ First","Yes, Act","Yes, United Future","Yes, Maori Party","Yes, Mana Party",NA,"","","Green",33,"English","",NA,"University degree completed",NA,"Working part-time for pay or other income",NA,NA,NA,NA,NA,"Working unpaid within the home","$NZ76,100-$NZ110,799",2,1,"Married, in a civil union or living with a partner","”FINANCE,INSURANCE, AND REAL ESTATE”","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Never",NA,"Anglican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Have no religious beliefs","NZ European",NA,NA,NA,NA,"",NA,"","Labour","Labour","Labour","Labour","Voting can make a reasonable amount of difference to what happens","Labour"
"486",37,NA,"Sometimes","Not at all","Not at all","Yes, rarely","No","No","No","No","6","8","7","7","5","6","6","4","National","","Retain Queen as head of state","More","More","Same as now","Same as now","Same as now","More","More","Same as now","More",NA,"Yes, Labour helped form government after 2008 election","Yes, National helped form government after 2008 election","Yes, Greens helped form government after 2008 election",NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,"No party for which I would never vote",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","NZ First",73,"English","",NA,"Secondary education to School Certificate or NCEA",NA,NA,NA,"Retired",NA,NA,NA,NA,"$NZ110,800-$NZ147,699",2,NA,"Married, in a civil union or living with a partner","”TRANSPORTATION”","Centre","7","6","6","Centre","Centre","Centre","Centre","6","Never",NA,NA,"Presbyterian",NA,NA,NA,NA,NA,NA,NA,NA,"","Don't know","NZ European",NA,NA,NA,NA,"",NA,"","National",NA,"National",NA,"Voting can make a reasonable amount of difference to what happens","National"
"487",57,NA,"Often",NA,NA,"Yes, rarely","No","No","No","No","5","10","5","7",NA,NA,"5",NA,"National","","Retain Queen as head of state","More","More","Same as now","More","Same as now","Same as now","More","Same as now","Same as now",NA,NA,NA,NA,NA,NA,"Yes, United Future helped form government after 2008 election",NA,NA,"No party for which I would never vote",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Labour",59,"English","",NA,"University degree completed",NA,NA,"Unemployed, laid off, looking for work",NA,NA,NA,NA,NA,"Less than $NZ20,000",1,NA,"Widowed","”MANUFACTURING”","2","9","3","3","3","2","2","1","9","At least once a week",NA,NA,NA,"Catholic",NA,NA,NA,NA,NA,NA,NA,"","Somewhat religious",NA,NA,NA,NA,"Other","FILIPINO",NA,"",NA,NA,"Nonvote","Nonvote","Voting can make a big difference to what happens","National"
"488",60,NA,"Not at all","Not at all","Not at all","Yes, occasionally","No","Yes, rarely","No","No","2","8","3","1","2","1","1","0","National","","Retain Queen as head of state","More","Much more","Much less","More","More","Same as now","Same as now","Same as now","Less","No, can't recall which parties formed government after 2008 election",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, Green","Yes, NZ First",NA,"Yes, United Future","Yes, Maori Party","Yes, Mana Party",NA,"","","Act",33,"English","",NA,"Incomplete university degree",NA,"Working part-time for pay or other income",NA,NA,NA,NA,"Working unpaid outside the home",NA,"Less than $NZ20,000",2,NA,"Married, in a civil union or living with a partner","”OTHER”","3","7","1","Don't know","Don't know","Don't know","Don't know","Left","8","At least once a week",NA,NA,NA,NA,NA,NA,NA,NA,"Independent-Fundamentalist-Pentecostal Church",NA,NA,"","Very religious","NZ European",NA,NA,NA,NA,"",NA,"","National","National","National","National","Voting can make a big difference to what happens","National"
"489",21,NA,"Often",NA,"Sometimes","Yes, occasionally",NA,NA,NA,NA,"5","1","5",NA,"0","5",NA,NA,"Don't know","","Don't know","More","More","Same as now","Same as now","Same as now","More","Same as now","Same as now","Same as now",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,NA,NA,"Yes, Act",NA,NA,"Yes, Mana Party",NA,"","","Green",74,"English","",NA,"Non-degree professional trade or technical tertiary qualification",NA,NA,NA,"Retired",NA,NA,"Working unpaid outside the home",NA,"$NZ28,900-$NZ51,399",2,NA,"Married, in a civil union or living with a partner","”CONSTRUCTION”","4","7","4",NA,"Right","Centre","Centre","1","4","At least once a week",NA,NA,NA,"Catholic",NA,NA,NA,NA,NA,NA,NA,"","Somewhat religious","NZ European",NA,NA,NA,NA,"",NA,"","Labour","Labour","Labour","Labour","Voting won't make much difference to what happens","Labour"
"490",8,NA,"Often","Often",NA,"Yes, frequently","Yes, occasionally","No","No","No","2","10","2","0","0","2","2","2","National","","Become a republic with an NZ head of state","More","More","Same as now","Less","More","Same as now","Same as now","Same as now","More",NA,NA,"Yes, National helped form government after 2008 election","Yes, Greens helped form government after 2008 election",NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,"Yes, Labour",NA,NA,NA,NA,NA,NA,"Yes, Mana Party",NA,"","","Don't know",61,"English","",NA,"Incomplete university degree","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,"$NZ110,800-$NZ147,699",3,NA,"Married, in a civil union or living with a partner","”EDUCATION”","4","8","4","6","Right","6","6","6","8","At least once a week",NA,NA,NA,"Catholic",NA,NA,NA,NA,NA,NA,NA,"","Somewhat religious","NZ European",NA,NA,NA,NA,"",NA,"","National","National","National","National","Don't know","National"
"491",58,NA,"Often",NA,NA,"Yes, frequently",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,"Labour","","Retain Queen as head of state","More","More","More","More","More","More","More","More","More",NA,"Yes, Labour helped form government after 2008 election",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, National",NA,"Yes, NZ First","Yes, Act","Yes, United Future","Yes, Maori Party","Yes, Mana Party","Yes, another party","","","Green",80,"English","",NA,"Primary school completed",NA,NA,NA,"Retired",NA,NA,NA,NA,"$NZ28,900-$NZ51,399",2,NA,"Married, in a civil union or living with a partner","”WHOLESALE TRADE”","Don't know",NA,NA,NA,NA,NA,NA,NA,"Don't know","Never",NA,NA,"Presbyterian",NA,NA,NA,NA,NA,NA,NA,NA,"","Somewhat religious","NZ European",NA,NA,NA,NA,"",NA,"","Labour","Labour","Nonvote","Nonvote","Voting can make a big difference to what happens","Labour"
"492",30,NA,"Sometimes",NA,NA,"Yes, rarely","No","No","No","No","5","5","6","3","1","1","1","1","Green","","Become a republic with an NZ head of state","More","More","Less","Much less","More","Much less","More","Less","More",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,NA,"Yes, NZ First","Yes, Act","Yes, United Future","Yes, Maori Party",NA,NA,"","","Another party",62,"English","",NA,"Non-degree professional trade or technical tertiary qualification","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,"$NZ28,900-$NZ51,399",3,0,"Married, in a civil union or living with a partner","”CONSTRUCTION”","4","6","3","Centre","Right","Centre","3","1","4","At least once a week",NA,NA,NA,NA,NA,NA,"Latter Day Saints",NA,NA,NA,NA,"","Very religious","NZ European",NA,NA,NA,NA,"",NA,"","Green","Labour","Green","Labour","Voting can make a big difference to what happens","Green"
"493",61,NA,NA,NA,NA,"Yes, occasionally",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,"Labour","","Retain Queen as head of state","Much more","Much more","Much less","Less","Same as now","More","Same as now","Much less","Same as now",NA,"Yes, Labour helped form government after 2008 election","Yes, National helped form government after 2008 election","Yes, Greens helped form government after 2008 election",NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,"Yes, National","Yes, Green",NA,"Yes, Act","Yes, United Future","Yes, Maori Party",NA,NA,"","","NZ First",83,"English","",NA,"Secondary education to School Certificate or NCEA",NA,NA,NA,"Retired",NA,NA,NA,NA,"Less than $NZ20,000",NA,NA,"Married, in a civil union or living with a partner","”TRANSPORTATION”","Left","Right","Left","Left","Right","Right","Left","Left","4",NA,NA,NA,NA,"Catholic",NA,NA,NA,NA,NA,NA,NA,"","Very religious","NZ European",NA,NA,NA,NA,"",NA,"","NZ First","Labour","NZ First","Labour","Voting can make a big difference to what happens","Labour"
"494",5,NA,"Not at all","Not at all","Not at all","No","No","No","No","No","10","5","5","5","0","0","0","0","Labour","","Retain Queen as head of state","More","More","Same as now","More","More","Same as now","More","Same as now","Same as now",NA,"Yes, Labour helped form government after 2008 election","Yes, National helped form government after 2008 election",NA,NA,NA,"Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,NA,"Yes, NZ First","Yes, Act","Yes, United Future","Yes, Maori Party","Yes, Mana Party",NA,"","","National",66,"English","",NA,"Secondary education to School Certificate or NCEA",NA,NA,NA,"Retired","Temporarily or permanently disabled, unable to work",NA,NA,NA,"Don't know",3,NA,"Married, in a civil union or living with a partner","”UNCLASSIFED”","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Never",NA,NA,"Presbyterian",NA,NA,NA,NA,NA,NA,NA,NA,"","Just not very religious","NZ European",NA,NA,NA,NA,"",NA,"","Labour","Labour","Nonvote","Nonvote","Voting can make a big difference to what happens","Labour"
"495",33,NA,NA,NA,NA,"Yes, occasionally","No","No","No","No","7","2","6","3","0","2","5","0","Labour","","Become a republic with an NZ head of state","Same as now","More","Less","Less","More","Same as now","More","Less","More",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,"Yes, National",NA,"Yes, NZ First","Yes, Act","Yes, United Future","Yes, Maori Party","Yes, Mana Party",NA,"","","Labour",43,"English","",NA,"Incomplete university degree","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,NA,2,1,"Married, in a civil union or living with a partner","”COMMUNICATION”","3","9","4","Centre","Don't know","9","6","Don't know","3","Never",NA,"Anglican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Just not very religious","NZ European",NA,NA,NA,NA,"",NA,"","Labour","Labour","Labour","Labour","Voting can make a reasonable amount of difference to what happens","Labour"
"496",55,NA,"Often","Often",NA,"Yes, frequently","No","Yes, occasionally","No","No","5","7","7","2","6","5","5","3","National","","Become a republic with an NZ head of state","Same as now","Same as now","Less","Much less","Same as now","More","Same as now","Less","More",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,NA,"Yes, NZ First",NA,NA,NA,"Yes, Mana Party","Yes, another party","Legalise Cannabis,","","Green",48,"English","",NA,"Incomplete university degree","Working full-time for pay or other income",NA,NA,NA,NA,NA,NA,NA,NA,2,1,"Married, in a civil union or living with a partner","”WHOLESALE TRADE”","4","6","4","7","8","Centre","Centre","3","6","Never","No religion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Have no religious beliefs","NZ European",NA,NA,NA,NA,"","NZ European","","National","National","National","National","Voting can make a big difference to what happens","National"
"497",7,NA,"Sometimes","Not at all","Not at all","No","No","No","No","No","6","3","6","2","0","1","Don't know","Don't know","Green","","Become a republic with an NZ head of state","More","Same as now","Same as now","Much less","Same as now","Same as now","Same as now","Same as now","More",NA,NA,"Yes, National helped form government after 2008 election",NA,NA,"Yes, Act helped form government after 2008 election","Yes, United Future helped form government after 2008 election","Yes, Maori Party helped form government after 2008 election",NA,NA,NA,NA,NA,"Yes, NZ First","Yes, Act","Yes, United Future","Yes, Maori Party","Yes, Mana Party",NA,"","","Green",73,"English","",NA,"Non-degree professional trade or technical tertiary qualification",NA,NA,NA,"Retired",NA,NA,NA,NA,"$NZ28,900-$NZ51,399",2,NA,"Married, in a civil union or living with a partner","”AGRICULTURAL”","Centre","9","4","7","Right","7","3","1","3","Once a year","No religion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Have no religious beliefs","NZ European",NA,NA,NA,NA,"",NA,"","Green","Green","Green","Green","Voting won't make much difference to what happens","Labour"
